"Accession","SPC","SURFY","Town","Cunha","Diaz.Ramos"
"P0DP57",0,0,0,0,0
"Q15560",0,0,0,0,0
"Q6X4U4",0,0,0,0,0
"Q92966",0,0,0,0,0
"O94811",0,0,0,0,0
"Q13769",0,0,0,0,0
"Q9Y4G6",0,0,0,0,0
"Q5VX71",3,1,1,1,0
"Q5T4T6",0,0,0,0,0
"Q92545",1,0,1,0,0
"Q9GZM7",0,0,0,0,0
"Q6ZUI0",0,0,0,0,0
"Q9UK28",2,0,1,1,0
"Q16143",0,0,0,0,0
"Q92544",3,1,1,1,0
"O00141",0,0,0,0,0
"Q9NSA0",3,1,1,1,0
"Q9BYW2",0,0,0,0,0
"O15357",0,0,0,0,0
"Q53GS9",0,0,0,0,0
"A2VDJ0",2,1,1,0,0
"Q496J9",3,1,1,1,0
"Q9BPZ7",0,0,0,0,0
"Q14493",0,0,0,0,0
"Q9BYP7",0,0,0,0,0
"P13051",0,0,0,0,0
"Q99598",0,0,0,0,0
"Q96BR9",0,0,0,0,0
"Q8N3J9",0,0,0,0,0
"Q8N1G0",0,0,0,0,0
"Q9NRE2",0,0,0,0,0
"Q6ZNH5",0,0,0,0,0
"Q702N8",0,0,0,0,0
"Q6ZSR3",0,0,0,0,0
"Q6AWC2",0,0,0,0,0
"A7E2V4",0,0,0,0,0
"Q9ULC8",2,0,1,1,0
"Q96N38",0,0,0,0,0
"Q969W8",0,0,0,0,0
"Q9H1Z9",2,0,1,1,0
"Q9UBH6",3,0,1,1,1
"Q9H898",0,0,0,0,0
"Q6ZN55",0,0,0,0,0
"O60656",1,0,1,0,0
"O95045",0,0,0,0,0
"Q9UDY2",0,0,0,0,0
"Q9BY21",3,1,1,1,0
"Q6IPR1",0,0,0,0,0
"Q8NFW5",0,0,0,0,0
"Q92826",0,0,0,0,0
"P43630",4,1,1,1,1
"Q9UK32",0,0,0,0,0
"Q9Y2U5",0,0,0,0,0
"Q6IE38",0,0,0,0,0
"Q13907",0,0,0,0,0
"Q8N7B1",0,0,0,0,0
"Q6ZVL6",2,1,1,0,0
"Q96T52",1,0,1,0,0
"Q7Z304",0,0,0,0,0
"P60201",4,1,1,1,1
"P16234",4,1,1,1,1
"A0A0B4J2F0",0,0,0,0,0
"Q86X67",0,0,0,0,0
"P05186",1,1,0,0,0
"P61580",0,0,0,0,0
"Q6IN84",0,0,0,0,0
"Q8N6C7",0,0,0,0,0
"Q8N0T1",0,0,0,0,0
"Q86TS9",0,0,0,0,0
"Q96P65",3,1,1,1,0
"P0DJD4",0,0,0,0,0
"P62906",0,0,0,0,0
"O14894",3,1,1,1,0
"Q9UPQ4",0,0,0,0,0
"Q96K37",1,0,0,1,0
"Q9Y3B4",0,0,0,0,0
"Q8N6Q1",2,0,1,1,0
"Q92552",0,0,0,0,0
"O75762",2,0,1,1,0
"Q96RF0",0,0,0,0,0
"O75069",1,0,0,1,0
"Q6ZVK1",2,0,1,1,0
"P41273",3,0,1,1,1
"Q9HBM1",0,0,0,0,0
"Q9NY26",2,0,1,1,0
"A0A075B6Y9",0,0,0,0,0
"Q6GMV2",0,0,0,0,0
"Q8IY92",0,0,0,0,0
"O75391",0,0,0,0,0
"Q9NTJ3",0,0,0,0,0
"O15119",0,0,0,0,0
"A0A286YEX9",0,0,0,0,0
"O00631",1,0,1,0,0
"Q9UHV2",0,0,0,0,0
"P35325",0,0,0,0,0
"O43680",0,0,0,0,0
"P31641",3,1,1,1,0
"Q15562",0,0,0,0,0
"Q8NEY3",0,0,0,0,0
"Q8WVI0",0,0,0,0,0
"Q9Y5M8",1,0,1,0,0
"Q8TDD2",0,0,0,0,0
"Q9NQ36",0,0,0,0,0
"Q96NU1",0,0,0,0,0
"Q9Y6D0",1,0,1,0,0
"Q8NEM7",0,0,0,0,0
"Q5VZ19",0,0,0,0,0
"Q9Y6N5",0,0,0,0,0
"Q96EC8",1,0,0,1,0
"Q86TD4",0,0,0,0,0
"Q9BZV1",0,0,0,0,0
"Q8NE65",0,0,0,0,0
"O94782",0,0,0,0,0
"A0AVT1",0,0,0,0,0
"O95399",0,0,0,0,0
"P40337",0,0,0,0,0
"Q6PGP7",0,0,0,0,0
"Q9UJ78",0,0,0,0,0
"A0A1B0GUS4",0,0,0,0,0
"O75445",3,1,1,1,0
"Q5R3I4",0,0,0,0,0
"Q6ZST2",0,0,0,0,0
"Q7Z7E8",0,0,0,0,0
"Q86VQ3",0,0,0,0,0
"O60763",0,0,0,0,0
"O95801",0,0,0,0,0
"P52736",0,0,0,0,0
"Q9Y6F9",1,0,1,0,0
"C9JN71",0,0,0,0,0
"O75083",0,0,0,0,0
"Q9H967",0,0,0,0,0
"A6NK75",0,0,0,0,0
"Q9P1Q0",0,0,0,0,0
"O15090",0,0,0,0,0
"P29084",0,0,0,0,0
"Q13148",0,0,0,0,0
"Q96PN7",0,0,0,0,0
"Q9BZD7",2,0,1,1,0
"Q9NRP4",0,0,0,0,0
"Q92777",0,0,0,0,0
"Q17RH7",0,0,0,0,0
"Q8NB59",1,0,1,0,0
"Q9BSW7",0,0,0,0,0
"Q5VXU9",0,0,0,0,0
"Q69YG0",2,0,1,1,0
"Q96MW7",0,0,0,0,0
"Q9UBI4",3,0,1,1,1
"Q2T9K0",1,0,0,1,0
"P52788",0,0,0,0,0
"O14975",1,0,1,0,0
"Q6ZRR5",2,0,1,1,0
"P51864",0,0,0,0,0
"P13805",0,0,0,0,0
"Q96DU3",4,1,1,1,1
"P45379",0,0,0,0,0
"Q8TD22",0,0,0,0,0
"Q68D42",2,0,1,1,0
"A8K8P3",0,0,0,0,0
"B2RXF0",0,0,0,0,0
"Q8N114",1,0,1,0,0
"P59537",2,0,1,1,0
"Q9BRV3",2,0,0,1,1
"Q9UHR5",0,0,0,0,0
"A0A1W2PR48",0,0,0,0,0
"Q9Y2R5",0,0,0,0,0
"Q96ES7",0,0,0,0,0
"Q9BS91",1,1,0,0,0
"Q6NZ63",1,0,1,0,0
"P09493",0,0,0,0,0
"Q15628",0,0,0,0,0
"Q9BXP2",3,1,1,1,0
"P61011",0,0,0,0,0
"Q9H0I9",0,0,0,0,0
"O75056",3,0,1,1,1
"Q86YT5",2,0,1,1,0
"Q969S0",1,0,0,1,0
"Q96B21",2,0,1,1,0
"Q5JTV8",1,0,1,0,0
"P59797",0,0,0,0,0
"A4FU49",0,0,0,0,0
"Q9BU79",1,0,0,1,0
"A6NLE4",1,0,1,0,0
"Q8N427",0,0,0,0,0
"Q5BJF2",0,0,0,0,0
"Q9Y5W7",2,0,1,1,0
"O95071",0,0,0,0,0
"Q8N446",0,0,0,0,0
"A2RUC4",0,0,0,0,0
"Q16763",0,0,0,0,0
"Q6ZS46",0,0,0,0,0
"Q13336",3,1,0,1,1
"Q8NG11",2,1,1,0,0
"A0A5A6",0,0,0,0,0
"A4D1P6",0,0,0,0,0
"Q2TAA8",0,0,0,0,0
"Q92995",0,0,0,0,0
"Q9BZM6",3,1,0,1,1
"Q9Y5A9",0,0,0,0,0
"P52735",0,0,0,0,0
"A6NJL1",0,0,0,0,0
"Q7Z5H4",2,0,1,1,0
"Q6ZTC4",0,0,0,0,0
"Q8N8Y2",0,0,0,0,0
"Q13356",0,0,0,0,0
"Q8WUM0",0,0,0,0,0
"O94880",0,0,0,0,0
"Q86V86",0,0,0,0,0
"Q969Y0",0,0,0,0,0
"Q7L0Q8",0,0,0,0,0
"Q96IC2",0,0,0,0,0
"Q4U2R6",0,0,0,0,0
"Q93091",0,0,0,0,0
"P53805",0,0,0,0,0
"Q9Y3C5",0,0,0,0,0
"O94826",1,0,1,0,0
"Q9P0T7",2,1,1,0,0
"Q9P2N5",0,0,0,0,0
"Q9H871",0,0,0,0,0
"Q9NXI6",2,0,1,1,0
"Q9NTX7",0,0,0,0,0
"Q8TBG9",3,1,1,1,0
"P46977",2,0,1,1,0
"Q5VWG9",0,0,0,0,0
"Q86UB9",2,0,1,1,0
"P37802",0,0,0,0,0
"P68363",0,0,0,0,0
"Q01995",0,0,0,0,0
"Q15629",1,0,1,0,0
"Q96HI0",0,0,0,0,0
"Q96N06",0,0,0,0,0
"Q86UV7",0,0,0,0,0
"Q96LD8",0,0,0,0,0
"O15344",0,0,0,0,0
"Q96RI9",3,1,1,1,0
"O14925",1,0,0,1,0
"Q9H9C1",0,0,0,0,0
"Q01082",0,0,0,0,0
"Q8N7U7",0,0,0,0,0
"Q9BX84",1,0,0,1,0
"P59533",3,1,1,1,0
"A0PJX2",0,0,0,0,0
"Q12767",2,0,1,1,0
"Q9UI30",0,0,0,0,0
"A4IF30",1,1,0,0,0
"O15417",0,0,0,0,0
"Q96BR1",0,0,0,0,0
"Q9UQE7",0,0,0,0,0
"Q59EK9",0,0,0,0,0
"Q9NPD5",2,1,0,1,0
"P51531",0,0,0,0,0
"Q9Y6L6",4,1,1,1,1
"Q9P0V3",0,0,0,0,0
"Q9Y2S6",0,0,0,0,0
"Q7Z402",3,1,1,1,0
"Q9Y2X9",0,0,0,0,0
"Q9P2F9",0,0,0,0,0
"Q9UJ04",0,0,0,0,0
"Q9H489",0,0,0,0,0
"Q8N4P2",0,0,0,0,0
"O60701",0,0,0,0,0
"Q96SR6",0,0,0,0,0
"A0A0B4J274",0,0,0,0,0
"Q8N720",0,0,0,0,0
"Q5JVG2",0,0,0,0,0
"Q9UK41",0,0,0,0,0
"Q9HD64",0,0,0,0,0
"A0A075B6U4",0,0,0,0,0
"Q2M1K9",0,0,0,0,0
"O60481",0,0,0,0,0
"O95405",0,0,0,0,0
"Q9H9P5",0,0,0,0,0
"A8MT66",0,0,0,0,0
"Q9Y5A6",0,0,0,0,0
"P62760",0,0,0,0,0
"Q96M29",0,0,0,0,0
"Q8WV83",2,0,1,1,0
"P81133",0,0,0,0,0
"Q13573",0,0,0,0,0
"Q99611",0,0,0,0,0
"B5MCN3",0,0,0,0,0
"Q96JW4",3,1,1,1,0
"Q9UIK5",4,1,1,1,1
"Q8N0X7",0,0,0,0,0
"Q96Q15",0,0,0,0,0
"P05060",0,0,0,0,0
"Q7Z2R9",0,0,0,0,0
"Q0VDG4",0,0,0,0,0
"Q9BSE5",0,0,0,0,0
"Q9NQZ2",0,0,0,0,0
"Q8WU08",0,0,0,0,0
"O15126",2,0,1,1,0
"Q9NS25",0,0,0,0,0
"P57082",0,0,0,0,0
"A6NFY7",0,0,0,0,0
"O75044",0,0,0,0,0
"P36956",1,0,1,0,0
"Q92664",0,0,0,0,0
"P17041",0,0,0,0,0
"O60522",0,0,0,0,0
"Q8N9Q2",0,0,0,0,0
"O94966",2,0,1,1,0
"Q5TAA0",0,0,0,0,0
"Q15386",0,0,0,0,0
"Q6NUN9",0,0,0,0,0
"Q9H9D4",0,0,0,0,0
"Q9H147",0,0,0,0,0
"Q70EK9",0,0,0,0,0
"Q9BV97",0,0,0,0,0
"Q86XN6",0,0,0,0,0
"P41226",0,0,0,0,0
"Q9Y2K6",0,0,0,0,0
"P0CB47",0,0,0,0,0
"Q9Y5T5",0,0,0,0,0
"P09544",0,0,0,0,0
"Q3KQV3",0,0,0,0,0
"Q86XW9",0,0,0,0,0
"P22314",0,0,0,0,0
"P51786",0,0,0,0,0
"P49910",0,0,0,0,0
"Q12901",0,0,0,0,0
"Q6IPR3",0,0,0,0,0
"Q99676",0,0,0,0,0
"O15231",0,0,0,0,0
"Q9BRP9",0,0,0,0,0
"P35544",0,0,0,0,0
"Q9NQZ8",0,0,0,0,0
"A0A0K0K1C4",0,0,0,0,0
"A0A0B4J1U6",0,0,0,0,0
"Q8NAP3",0,0,0,0,0
"Q8NFZ6",3,1,1,1,0
"Q5BKZ1",0,0,0,0,0
"Q9NX94",2,0,1,1,0
"Q7Z5H5",2,1,0,1,0
"Q5VSD8",0,0,0,0,0
"O43639",0,0,0,0,0
"O94856",3,1,1,1,0
"Q6P4A8",0,0,0,0,0
"Q9H6H4",2,0,1,1,0
"Q9NTZ6",0,0,0,0,0
"P0DH78",0,0,0,0,0
"P26599",0,0,0,0,0
"O95997",0,0,0,0,0
"Q9BYD2",0,0,0,0,0
"Q7Z7H8",0,0,0,0,0
"P51449",0,0,0,0,0
"P0C7X1",0,0,0,0,0
"Q0IIM8",0,0,0,0,0
"Q9BUF5",0,0,0,0,0
"Q13114",0,0,0,0,0
"Q15572",0,0,0,0,0
"P49591",0,0,0,0,0
"Q5VXT5",2,0,1,1,0
"P0DPE3",0,0,0,0,0
"P61247",0,0,0,0,0
"P08842",3,1,1,1,0
"Q8WUA7",0,0,0,0,0
"Q6PJ69",0,0,0,0,0
"Q9UKG4",3,1,1,1,0
"Q14142",0,0,0,0,0
"Q9Y6A5",0,0,0,0,0
"A6NLX4",1,0,1,0,0
"P33763",0,0,0,0,0
"Q01085",0,0,0,0,0
"Q7RTU9",2,0,1,1,0
"Q8IWU6",1,0,1,0,0
"Q7RTU7",0,0,0,0,0
"B1AK76",0,0,0,0,0
"Q15464",0,0,0,0,0
"Q15047",0,0,0,0,0
"Q9UGH3",2,1,0,1,0
"Q9Y5Y6",3,0,1,1,1
"O95271",0,0,0,0,0
"A0A0J9YWX3",0,0,0,0,0
"Q9H3M7",0,0,0,0,0
"Q9Y2H1",0,0,0,0,0
"Q68CR1",2,0,1,1,0
"Q7Z698",0,0,0,0,0
"Q15185",0,0,0,0,0
"A1X283",0,0,0,0,0
"Q96E35",0,0,0,0,0
"Q93097",0,0,0,0,0
"Q495M9",0,0,0,0,0
"Q8TAU3",0,0,0,0,0
"Q8TBC4",0,0,0,0,0
"Q8IUH5",1,0,1,0,0
"P61964",0,0,0,0,0
"P35968",4,1,1,1,1
"Q9ULJ3",0,0,0,0,0
"Q9P1Z0",0,0,0,0,0
"Q9H892",0,0,0,0,0
"A0A075B6T7",0,0,0,0,0
"Q86V71",0,0,0,0,0
"Q13564",0,0,0,0,0
"Q9NUK0",0,0,0,0,0
"A4D2B0",0,0,0,0,0
"P08238",1,0,1,0,0
"O43795",0,0,0,0,0
"Q9NQ35",0,0,0,0,0
"P16471",4,1,1,1,1
"Q5VZ03",0,0,0,0,0
"Q9NWW6",0,0,0,0,0
"Q14997",0,0,0,0,0
"Q8IXW5",0,0,0,0,0
"Q86UR5",0,0,0,0,0
"Q16890",0,0,0,0,0
"Q9UHF7",0,0,0,0,0
"Q15545",0,0,0,0,0
"B6A8C7",2,1,1,0,0
"O60347",0,0,0,0,0
"O60499",1,0,1,0,0
"Q7Z5A8",0,0,0,0,0
"P62269",0,0,0,0,0
"Q86XT9",3,1,1,1,0
"Q9NUQ6",0,0,0,0,0
"Q8WXA3",0,0,0,0,0
"Q9UNK0",2,0,1,1,0
"Q9NX61",3,1,1,1,0
"O60749",0,0,0,0,0
"P62308",0,0,0,0,0
"Q9BYE2",3,1,1,1,0
"Q96H78",0,0,0,0,0
"P03973",0,0,0,0,0
"Q8NFZ5",0,0,0,0,0
"Q96HZ7",0,0,0,0,0
"Q8WVM0",0,0,0,0,0
"Q5QGT7",2,0,1,1,0
"Q9UPW6",0,0,0,0,0
"Q9UMR3",0,0,0,0,0
"P35321",0,0,0,0,0
"O14776",0,0,0,0,0
"Q96N87",3,1,1,1,0
"O43760",2,0,1,1,0
"P08047",0,0,0,0,0
"O95238",0,0,0,0,0
"P68543",0,0,0,0,0
"Q9GZS3",0,0,0,0,0
"Q8NEX6",0,0,0,0,0
"Q12768",0,0,0,0,0
"Q969M3",1,0,0,1,0
"Q15940",0,0,0,0,0
"O15062",0,0,0,0,0
"Q5JNZ3",0,0,0,0,0
"Q6UWH6",2,0,1,1,0
"Q8N9F8",0,0,0,0,0
"Q96AE7",0,0,0,0,0
"A0A0B4J241",0,0,0,0,0
"Q9P1D8",0,0,0,0,0
"Q9NZC7",0,0,0,0,0
"Q9Y2L8",0,0,0,0,0
"Q9P0L1",0,0,0,0,0
"P27449",2,0,1,1,0
"P09327",0,0,0,0,0
"Q8N9L7",0,0,0,0,0
"Q6ZVQ6",0,0,0,0,0
"P38435",2,0,1,1,0
"Q69YN4",0,0,0,0,0
"O00294",0,0,0,0,0
"A8MV65",0,0,0,0,0
"Q9ULM2",0,0,0,0,0
"Q7Z7L9",0,0,0,0,0
"Q6UXQ8",0,0,0,0,0
"Q6ZN44",3,1,1,1,0
"Q6NX49",0,0,0,0,0
"Q9UJT2",0,0,0,0,0
"Q7Z398",0,0,0,0,0
"P35504",0,0,0,0,0
"Q9C0D3",0,0,0,0,0
"P0C1Z6",0,0,0,0,0
"Q969I6",2,1,1,0,0
"Q8TEJ3",0,0,0,0,0
"Q2I0M5",0,0,0,0,0
"P22105",0,0,0,0,0
"Q6P5W5",3,1,1,1,0
"Q08945",0,0,0,0,0
"Q6NUJ1",0,0,0,0,0
"Q4ZJI4",2,0,1,1,0
"O76082",3,1,1,1,0
"Q15928",0,0,0,0,0
"P31213",0,0,0,0,0
"Q9H2S6",2,0,1,1,0
"P62341",0,0,0,0,0
"A0A1B0GVG6",0,0,0,0,0
"P17947",0,0,0,0,0
"Q13291",4,1,1,1,1
"Q96GR4",2,0,1,1,0
"Q70CQ2",0,0,0,0,0
"Q8WVF2",0,0,0,0,0
"Q2M3C7",0,0,0,0,0
"Q71RG4",1,0,0,1,0
"O95388",0,0,0,0,0
"P63220",0,0,0,0,0
"P23193",0,0,0,0,0
"Q9H3Y6",0,0,0,0,0
"Q9Y242",0,0,0,0,0
"Q9BXA9",0,0,0,0,0
"Q12981",2,0,1,1,0
"Q70EL2",0,0,0,0,0
"Q86WZ6",0,0,0,0,0
"Q9BSR8",1,0,0,1,0
"P0C672",1,0,1,0,0
"Q9P2K2",0,0,0,0,0
"P17948",3,1,1,0,1
"O15209",0,0,0,0,0
"Q96G27",2,0,0,1,1
"Q8N1B4",0,0,0,0,0
"O43543",0,0,0,0,0
"P33981",0,0,0,0,0
"P0C7I0",0,0,0,0,0
"Q6ZMY6",0,0,0,0,0
"A0A0B4J248",0,0,0,0,0
"Q8TAF7",0,0,0,0,0
"Q09FC8",0,0,0,0,0
"Q6XCG6",0,0,0,0,0
"A0A087WSZ9",0,0,0,0,0
"Q96DT7",0,0,0,0,0
"B1AH88",0,0,0,0,0
"Q52M93",0,0,0,0,0
"O75386",0,0,0,0,0
"Q8N831",0,0,0,0,0
"Q96PM5",0,0,0,0,0
"Q96K58",0,0,0,0,0
"Q2M3X9",0,0,0,0,0
"Q9C0E2",0,0,0,0,0
"Q8N6K4",0,0,0,0,0
"Q96F45",0,0,0,0,0
"B2RUY7",0,0,0,0,0
"Q9C0B5",3,1,1,1,0
"Q9NXF8",2,0,1,1,0
"Q8NG68",0,0,0,0,0
"Q9GZV5",0,0,0,0,0
"Q9UPR6",0,0,0,0,0
"Q9Y277",1,0,1,0,0
"O95185",3,1,1,1,0
"Q7Z3T8",0,0,0,0,0
"Q96AJ9",2,0,1,1,0
"A1L157",2,1,1,0,0
"Q8TAG5",0,0,0,0,0
"O14609",2,0,1,1,0
"O43149",0,0,0,0,0
"Q2QGD7",0,0,0,0,0
"Q15911",0,0,0,0,0
"Q05940",3,1,1,1,0
"Q8N2C9",0,0,0,0,0
"A8MXQ7",0,0,0,0,0
"A8MUA0",0,0,0,0,0
"Q96M85",0,0,0,0,0
"Q6UY13",0,0,0,0,0
"O95551",0,0,0,0,0
"P47901",3,1,1,1,0
"P10244",0,0,0,0,0
"P02818",0,0,0,0,0
"P20645",3,1,1,1,0
"O75352",2,0,1,1,0
"Q99733",0,0,0,0,0
"O95168",1,0,1,0,0
"Q02218",0,0,0,0,0
"O60671",0,0,0,0,0
"Q9Y6G3",0,0,0,0,0
"Q9NS39",0,0,0,0,0
"P20962",0,0,0,0,0
"P62745",1,0,1,0,0
"Q3KNS1",3,1,1,1,0
"Q9NUM4",3,1,1,1,0
"O75509",4,1,1,1,1
"Q68D10",0,0,0,0,0
"O75962",0,0,0,0,0
"Q9P016",0,0,0,0,0
"Q8N3V7",0,0,0,0,0
"Q15650",0,0,0,0,0
"Q9Y3Q3",2,0,0,1,1
"O96008",0,0,0,0,0
"Q86UD7",0,0,0,0,0
"P17542",0,0,0,0,0
"A0A286YFK9",0,0,0,0,0
"P53992",0,0,0,0,0
"P58753",0,0,0,0,0
"Q5JTZ9",0,0,0,0,0
"Q96QD8",3,1,1,1,0
"Q9H3E2",0,0,0,0,0
"Q96DR4",0,0,0,0,0
"P0CG40",0,0,0,0,0
"Q9UNY5",0,0,0,0,0
"Q9BSA4",4,1,1,1,1
"P62068",0,0,0,0,0
"Q2YD98",0,0,0,0,0
"Q6P4I2",0,0,0,0,0
"O15240",0,0,0,0,0
"Q6ZRG5",0,0,0,0,0
"Q0VG73",0,0,0,0,0
"Q8N584",0,0,0,0,0
"P18206",0,0,0,0,0
"Q6ZN79",0,0,0,0,0
"Q5TIE3",0,0,0,0,0
"Q6UX27",4,1,1,1,1
"Q9H321",0,0,0,0,0
"Q8IW36",0,0,0,0,0
"Q9UPY5",2,0,1,1,0
"Q6P280",0,0,0,0,0
"Q9H0D2",0,0,0,0,0
"Q9H707",0,0,0,0,0
"Q969J2",0,0,0,0,0
"P17029",0,0,0,0,0
"Q9NZV7",0,0,0,0,0
"Q6H3X3",2,1,1,0,0
"P36897",4,1,1,1,1
"Q96EL2",0,0,0,0,0
"Q96BI1",1,0,0,1,0
"P52823",0,0,0,0,0
"Q9H4I8",0,0,0,0,0
"O94855",0,0,0,0,0
"Q7Z333",0,0,0,0,0
"A8MU46",0,0,0,0,0
"Q8IU68",2,0,1,1,0
"O95025",0,0,0,0,0
"O95977",3,1,0,1,1
"Q9Y291",0,0,0,0,0
"Q01105",0,0,0,0,0
"Q7Z6I5",0,0,0,0,0
"Q5H9J9",0,0,0,0,0
"Q9BRG2",0,0,0,0,0
"Q8IVM8",2,1,0,1,0
"Q3KNW1",0,0,0,0,0
"Q13404",0,0,0,0,0
"Q8NBS9",0,0,0,0,0
"Q9UKP6",2,1,0,1,0
"Q5VZ18",0,0,0,0,0
"Q9UKN8",0,0,0,0,0
"Q96RL6",2,1,1,0,0
"P0DKB5",2,1,1,0,0
"Q9H0K1",0,0,0,0,0
"Q9HAB3",4,1,1,1,1
"Q9P283",3,1,1,1,0
"O14508",0,0,0,0,0
"O75751",3,1,1,1,0
"Q86VD7",0,0,0,0,0
"Q8WVK7",0,0,0,0,0
"P08579",0,0,0,0,0
"A0A0J9YXM7",0,0,0,0,0
"Q01959",2,1,0,1,0
"Q9NY57",0,0,0,0,0
"O75934",0,0,0,0,0
"Q9UIU6",0,0,0,0,0
"O60248",0,0,0,0,0
"P62857",0,0,0,0,0
"Q8N5C6",0,0,0,0,0
"Q8IUE0",0,0,0,0,0
"A6NKG5",0,0,0,0,0
"Q13889",0,0,0,0,0
"Q9UQ35",0,0,0,0,0
"Q9BST9",0,0,0,0,0
"Q8N4H0",0,0,0,0,0
"Q8N8F6",1,0,1,0,0
"P56706",0,0,0,0,0
"Q6ZMV8",0,0,0,0,0
"B4DXR9",0,0,0,0,0
"Q9H1J5",0,0,0,0,0
"Q9UBV4",0,0,0,0,0
"Q9UBW7",0,0,0,0,0
"Q6PID6",0,0,0,0,0
"Q6ZMS7",0,0,0,0,0
"Q8WVN8",0,0,0,0,0
"Q6A555",0,0,0,0,0
"Q92536",4,1,1,1,1
"Q6ZTB9",0,0,0,0,0
"Q6ZSV7",0,0,0,0,0
"Q5SRN2",1,0,1,0,0
"Q6ZS52",0,0,0,0,0
"Q8NB14",0,0,0,0,0
"P25490",0,0,0,0,0
"Q9BW85",0,0,0,0,0
"P17026",0,0,0,0,0
"O95125",0,0,0,0,0
"P17017",0,0,0,0,0
"Q96K76",0,0,0,0,0
"Q13432",0,0,0,0,0
"Q9Y3C0",0,0,0,0,0
"Q8IUB5",0,0,0,0,0
"P04435",0,0,0,0,0
"O43298",0,0,0,0,0
"Q96NL3",0,0,0,0,0
"Q96JF6",0,0,0,0,0
"O76024",1,0,0,1,0
"Q8N9Z0",0,0,0,0,0
"Q92738",0,0,0,0,0
"Q8NA42",0,0,0,0,0
"Q9BX82",0,0,0,0,0
"Q7Z7G8",0,0,0,0,0
"Q9Y6M0",1,1,0,0,0
"P0DMS9",0,0,0,0,0
"O14669",2,0,1,1,0
"Q6ZMP0",0,0,0,0,0
"Q9Y6A9",1,0,1,0,0
"Q7RTT9",2,1,0,1,0
"Q8NCL8",2,1,0,1,0
"A6NEH6",1,0,1,0,0
"Q96LD1",3,1,1,1,0
"Q9BXQ6",1,0,0,1,0
"P98077",0,0,0,0,0
"Q2TAY7",0,0,0,0,0
"O43173",1,0,1,0,0
"Q5SSQ6",0,0,0,0,0
"Q9Y5Q8",0,0,0,0,0
"Q96GM8",0,0,0,0,0
"Q15399",4,1,1,1,1
"Q96EK4",0,0,0,0,0
"Q9NRC8",0,0,0,0,0
"O75602",0,0,0,0,0
"Q9UJJ7",0,0,0,0,0
"P0CL85",0,0,0,0,0
"Q9BWW7",0,0,0,0,0
"O75971",0,0,0,0,0
"Q6ZMD2",3,1,1,1,0
"Q8N1H7",0,0,0,0,0
"P57738",3,0,1,1,1
"Q9BXN6",0,0,0,0,0
"Q9BY50",1,0,1,0,0
"Q8WVM7",0,0,0,0,0
"Q9BQB4",0,0,0,0,0
"Q9NUC0",0,0,0,0,0
"Q8WU79",0,0,0,0,0
"Q6ZTI0",0,0,0,0,0
"Q92541",0,0,0,0,0
"Q8WUH2",0,0,0,0,0
"O75886",0,0,0,0,0
"Q5QJE6",0,0,0,0,0
"Q8IUE1",0,0,0,0,0
"Q8N8I0",0,0,0,0,0
"O15178",0,0,0,0,0
"Q86UV5",1,0,0,1,0
"Q9UK10",0,0,0,0,0
"Q14587",0,0,0,0,0
"A0A5B7",0,0,0,0,0
"Q9UN37",0,0,0,0,0
"Q05481",0,0,0,0,0
"Q96MX6",0,0,0,0,0
"Q13488",4,1,1,1,1
"Q7RTX1",3,1,1,1,0
"Q9BZF9",0,0,0,0,0
"Q96LW1",0,0,0,0,0
"Q96K80",0,0,0,0,0
"O14607",0,0,0,0,0
"Q9Y2G7",0,0,0,0,0
"Q5TEC3",0,0,0,0,0
"O95159",2,0,1,1,0
"Q9NP79",0,0,0,0,0
"A6NP11",0,0,0,0,0
"Q9H6D3",2,0,1,1,0
"O14972",0,0,0,0,0
"Q92890",0,0,0,0,0
"O75310",1,0,1,0,0
"P50552",0,0,0,0,0
"O95498",3,1,0,1,1
"Q32M88",0,0,0,0,0
"Q9Y6Y0",0,0,0,0,0
"Q8WV24",0,0,0,0,0
"A8MYP8",0,0,0,0,0
"Q8N323",0,0,0,0,0
"P0C025",0,0,0,0,0
"P78346",0,0,0,0,0
"O75916",0,0,0,0,0
"Q9NYJ8",0,0,0,0,0
"P07478",0,0,0,0,0
"Q9ULW0",0,0,0,0,0
"A5PLL7",1,0,1,0,0
"Q9NP31",0,0,0,0,0
"Q8TF17",0,0,0,0,0
"Q96FS4",0,0,0,0,0
"Q9UNG2",3,1,1,0,1
"Q12974",0,0,0,0,0
"Q8TEQ0",0,0,0,0,0
"Q96CQ1",0,0,0,0,0
"P10646",2,1,1,0,0
"Q562F6",0,0,0,0,0
"P15907",1,0,1,0,0
"Q5TAH2",2,0,1,1,0
"Q92502",0,0,0,0,0
"P0C264",0,0,0,0,0
"Q9BXT4",0,0,0,0,0
"Q9NYA1",0,0,0,0,0
"Q9Y2H2",0,0,0,0,0
"A6NKF1",0,0,0,0,0
"O96006",0,0,0,0,0
"P45974",0,0,0,0,0
"Q7L2R6",0,0,0,0,0
"Q96LR5",0,0,0,0,0
"A8MYJ7",0,0,0,0,0
"Q96MU6",0,0,0,0,0
"P51965",0,0,0,0,0
"O95789",0,0,0,0,0
"A6NNY8",0,0,0,0,0
"Q8IYN0",0,0,0,0,0
"Q9C0B9",0,0,0,0,0
"Q6PG37",0,0,0,0,0
